id	genre	word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt2_answer	prompt3_answer	binary_answer1	binary_answer2	binary_answer3	mode_complexity
1293	bible	fábulas	dissipa	E desviarão os ouvidos da verdade, voltando às fábulas.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""fábulas"	" ""dissipa"""	 (b) is more	1	0	0	0
1196	bible	túnica	inimigos	E enviaram a túnica de várias cores, mandando levá-la a seu pai, e disseram: Temos achado esta túnica; conhece agora se esta será ou não a túnica de teu filho.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""inimigos"""	" ""inimigos"""	 (b) is more	0	0	0	0
2099	bible	sentenças	indignação	Os seus chefes dão as sentenças por suborno, e os seus sacerdotes ensinam por interesse, e os seus profetas adivinham por dinheiro; e ainda se encostam ao SENHOR, dizendo: Não está o SENHOR no meio de nós? Nenhum mal nos sobrevirá.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""sentenças"""	" ""indignação"""	 (b) is more	1	0	0	0
1528	bible	corta	asas	Corta o teu cabelo e lança-o de ti, e levanta um pranto sobre as alturas; porque já o SENHOR rejeitou e desamparou a geração do seu furor.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	0	" ""corta"" is"	" ""corta"" is"	 (b) is more	1	1	0	1
2607	bible	dons	indignação	E os contaminei em seus próprios dons, nos quais faziam passar pelo fogo tudo o que abre a madre; para assolá-los para que soubessem que eu sou o SENHOR.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	1	" ""indignação"""	" ""indignação"""	 (b) is more	0	0	0	0
1207	bible	juízes	necessidade	E os juízes inquirirão bem; e eis que, sendo a testemunha falsa, que testificou falsamente contra seu irmão,	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""necessidade"" is"	" ""necessidade"" is"	 (b) is more	0	0	0	0
3507	bible	guerra	nome	Tu, cheia de clamores, cidade turbulenta, cidade alegre, os teus mortos não foram mortos à espada, nem morreram na guerra.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	" ""nome"" is"	" ""nome"" is"	 (b) is more	0	0	0	0
1424	bible	Satanás	siclos	E Jesus, respondendo, disse-lhe: Vai-te para trás de mim, Satanás; porque está escrito: Adorarás o SENHOR teu Deus, e só a ele servirás.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	" ""Satanás"""	" ""Satanás"""	 (a) is more	1	1	1	1
2800	bible	habitantes	rodas	E as suas casas passarão a outros, como também as suas herdades e as suas mulheres juntamente; porque estenderei a minha mão contra os habitantes desta terra, diz o SENHOR.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	" ""habitantes"""	" ""habitantes"""	 (b) is more	1	1	0	1
3624	bible	murmurações	necessidade	Até quando sofrerei esta má congregação, que murmura contra mim? Tenho ouvido as murmurações dos filhos de Israel, com que murmuram contra mim.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	1	" ""murmurações"	" ""necessidade"" is"	 (b) is more	1	0	0	0
861	bible	judeus	arrabaldes	Houve então uma questão entre os discípulos de João e os judeus acerca da purificação.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""judeus"""	" ""judeus"""	 (b) is more	1	1	0	1
2693	bible	circuncidar	noites	Eis que eu, Paulo, vos digo que, se vos deixardes circuncidar, Cristo de nada vos aproveitará.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	" ""circuncidar"	" ""circuncidar"	 (b) is more	1	1	0	1
4806	bible	juventude	indignação	Afasta, pois, a ira do teu coração, e remove da tua carne o mal, porque a adolescência e a juventude são vaidade.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""indignação"""	" ""indignação"""	 (b) is more	0	0	0	0
3526	bible	mulher	indignação	Vai, pois, agora e fere a Amaleque; e destrói totalmente a tudo o que tiver, e não lhe perdoes; porém matarás desde o homem até à mulher, desde os meninos até aos de peito, desde os bois até às ovelhas, e desde os camelos até aos jumentos.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""indignação"""	" ""indignação"""	 (b) is more	0	0	0	0
1324	bible	Egito	siclos	Mas rebelaram-se contra mim, e não me quiseram ouvir; ninguém lançava de si as abominações dos seus olhos, nem deixava os ídolos do Egito; então eu disse que derramaria sobre eles o meu furor, para cumprir a minha ira contra eles no meio da terra do Egito.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	" ""Egito"""	" ""Egito"""	 (b) is more	1	1	0	1
3978	bible	Selá	arrabaldes	Perdoaste a iniqüidade do teu povo; cobriste todos os seus pecados. (Selá.)	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""Selá"" is"	 Selá is less common	 (b) is more	1	1	0	1
1826	bible	preciosa	inimigos	Portanto assim diz o Senhor DEUS: Eis que eu assentei em Sião uma pedra, uma pedra já provada, pedra preciosa de esquina, que está bem firme e fundada; aquele que crer não se apresse.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""preciosa"""	" ""inimigos"""	 (b) is more	1	0	0	0
2579	bible	vista	arrabaldes	E qualquer coisa que lhe pedirmos, dele a receberemos, porque guardamos os seus mandamentos, e fazemos o que é agradável à sua vista.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""vista"" is"	" ""arrabaldes"	 (b) is more	1	0	0	0
4186	bible	Rei	indignação	E dizendo: Se tu és o Rei dos Judeus, salva-te a ti mesmo.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""Rei"" is"	" ""indignação"""	 (b) is more	1	0	0	0
4623	bible	regaço	inimigos	Mas o pobre não tinha coisa nenhuma, senão uma pequena cordeira que comprara e criara; e ela tinha crescido com ele e com seus filhos; do seu bocado comia, e do seu copo bebia, e dormia em seu regaço, e a tinha como filha.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""regaço"""	" ""inimigos"""	 (b) is more	1	0	0	0
2782	bible	sacrílegos	siclos	Porque estes homens que aqui trouxestes nem são sacrílegos nem blasfemam da vossa deusa.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	" ""sacrílegos"	" ""sacrílegos"	 (b) is more	1	1	0	1
3874	bible	flauta	necessidade	Quando ouvirdes o som da buzina, da flauta, da harpa, da sambuca, do saltério, da gaita de foles, e de toda a espécie de música, prostrar-vos-eis, e adorareis a estátua de ouro que o rei Nabucodonosor tem levantado.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""flauta"""	" ""necessidade"" is"	 (b) is more	1	0	0	0
1733	bible	arcos	dissipa	Porque o destruidor vem sobre ela, sobre Babilônia, e os seus poderosos serão presos, já estão quebrados os seus arcos; porque o SENHOR, Deus das recompensas, certamente lhe retribuirá.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""dissipa"""	" ""dissipa"""	 (b) is more	0	0	0	0
3508	bible	guerra	arrabaldes	Tu, cheia de clamores, cidade turbulenta, cidade alegre, os teus mortos não foram mortos à espada, nem morreram na guerra.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""guerra"" is"	" ""arrabaldes"	 (b) is more	1	0	0	0
2205	bible	coragem	noites	E suscitará a sua força e a sua coragem contra o rei do sul com um grande exército; e o rei do sul se envolverá na guerra com um grande e mui poderoso exército; mas não subsistirá, porque maquinarão projetos contra ele.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	" ""coragem"" is"	" ""coragem"" is"	 (b) is more	1	1	0	1
3188	bible	largura	arrabaldes	Mas as cinco mil canas, as que restaram da largura, diante das vinte e cinco mil, ficarão para uso comum, para a cidade, para habitação e para arrabaldes; e a cidade estará no meio delas.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""largura"" is"	" ""largura"" is"	 (b) is more	1	1	0	1
1296	bible	fábulas	inimigos	E desviarão os ouvidos da verdade, voltando às fábulas.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""inimigos"""	" ""inimigos"""	 (b) is more	0	0	0	0
3056	bible	trono	indignação	E Jeoás dormiu com seus pais, e Jeroboão se assentou no seu trono; e Jeoás foi sepultado em Samaria, junto aos reis de Israel.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""indignação"""	" ""indignação"""	 (b) is more	0	0	0	0
2365	bible	ruídos	inimigos	A mãe de Sísera olhava pela janela, e exclamava pela grade: Por que tarda em vir o seu carro? Por que se demoram os ruídos dos seus carros?	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""ruídos"""	" ""inimigos"""	 (b) is more	1	0	0	0
88	bible	indignação	inimigos	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""indignação"""	" ""indignação"""	 (b) is more	1	1	0	1
3034	bible	vestido	necessidade	Pus por vestido um saco, e me fiz um provérbio para eles.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""vestido"" is"	" ""vestido"" is"	 (b) is more	1	1	0	1
657	bible	orações	inimigos	Pedindo sempre em minhas orações que nalgum tempo, pela vontade de Deus, se me ofereça boa ocasião de ir ter convosco.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""inimigos"""	" ""inimigos"""	 (b) is more	0	0	0	0
2641	bible	morada	dissipa	Derrama a tua indignação sobre os gentios que não te conhecem, e sobre as gerações que não invocam o teu nome; porque devoraram a Jacó, e devoraram-no e consumiram-no, e assolaram a sua morada.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""dissipa"""	" ""dissipa"""	 (b) is more	0	0	0	0
1484	bible	Hamã	siclos	Os correios, pois, impelidos pela palavra do rei, saíram, e a lei se proclamou na fortaleza de Susã. E o rei e Hamã se assentaram a beber, porém a cidade de Susã estava confusa.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	" ""Hamã"" is"	" ""Hamã"" is"	 (b) is more	1	1	0	1
417	bible	nações	inimigos	Porque estas nações, que hás de possuir, ouvem os prognosticadores e os adivinhadores; porém a ti o SENHOR teu Deus não permitiu tal coisa.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""inimigos"""	" ""inimigos"""	 (b) is more	0	0	0	0
828	bible	frutos	necessidade	Portanto, eis que te entregarei em possessão aos do oriente, e em ti estabelecerão os seus acampamentos, e porão em ti as suas moradas; eles comerão os teus frutos, e eles beberão o teu leite.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""frutos"""	" ""necessidade"" is"	 (b) is more	1	0	0	0
49	bible	noites	dissipa	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""dissipa"""	" ""dissipa"""	 (b) is more	0	0	0	0
90	bible	indignação	asas	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	1	" ""indignação"""	" ""indignação"""	 (b) is more	1	1	0	1
75	bible	asas	rodas	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	" ""asas"" is"	" ""asas"" is"	 (b) is more	1	1	0	1
2938	bible	Pai	nome	E também o Pai a ninguém julga, mas deu ao Filho todo o juízo;	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	" ""Pai"" is"	" ""Pai"" is"	 (b) is more	1	1	0	1
3428	bible	glória	arrabaldes	Aguardando a bem-aventurada esperança e o aparecimento da glória do grande Deus e nosso Salvador Jesus Cristo;	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""glória"""	" ""glória"""	 (b) is more	1	1	0	1
222	bible	Uriel	arrabaldes	Crónicas capítulo 13	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	" ""Uriel"" is"	" ""Uriel"" is"	 (b) is more	1	1	0	1
995	bible	terça	noites	E foram soltos os quatro anjos, que estavam preparados para a hora, e dia, e mês, e ano, a fim de matarem a terça parte dos homens.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	" ""terça"" is"	" ""terça"" is"	 (b) is more	1	1	0	1
2654	bible	sabedoria	inimigos	A vara e a repreensão dão sabedoria, mas a criança entregue a si mesma, envergonha a sua mãe.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""sabedoria"	" ""sabedoria"	 (b) is more	1	1	0	1
1583	bible	heteu	dissipa	Depois ordenou-lhes, e disse-lhes: Eu me congrego ao meu povo; sepultai-me com meus pais, na cova que está no campo de Efrom, o heteu,	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	" ""dissipa"""	" ""dissipa"""	 (b) is more	0	0	0	0
511	bible	pernas	nome	O SENHOR te ferirá com úlceras malignas nos joelhos e nas pernas, de que não possas sarar, desde a planta do teu pé até ao alto da cabeça.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	" ""nome"" is"	" ""nome"" is"	 (b) is more	0	0	0	0
1920	bible	Abel	nome	Também a Jeú, filho de Ninsi, ungirás rei de Israel; e também a Eliseu, filho de Safate de Abel-Meolá, ungirás profeta em teu lugar.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	" ""Abel"" is"	" ""Abel"" is"	 (b) is more	1	1	0	1
3693	bible	Jeremias	inimigos	Aos homens, e às mulheres, e aos meninos, e às filhas do rei, e a toda a alma que Nebuzaradã, capitão da guarda, deixara com Gedalias, filho de Aicão, filho de Safã; como também a Jeremias, o profeta, e a Baruque, filho de Nerias;	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""inimigos"""	" ""inimigos"""	 (b) is more	0	0	0	0
544	bible	vinhas	dissipa	E habitarão nela seguros, e edificarão casas, e plantarão vinhas, e habitarão seguros, quando eu executar juízos contra todos os que estão ao seu redor e que os desprezam; e saberão que eu sou o SENHOR seu Deus.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""vinhas"" is"	" ""vinhas"" is"	 (b) is more	1	1	0	1
2397	bible	monte	asas	Então Acabe convocou todos os filhos de Israel; e reuniu os profetas no monte Carmelo.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	0	" ""asas"" is"	" ""asas"" is"	 (b) is more	0	0	0	0
4517	bible	síria	nome	E veio sobre ele o Espírito do SENHOR, e julgou a Israel, e saiu à peleja; e o SENHOR entregou na sua mão a Cusã-Risataim, rei da Síria; contra o qual prevaleceu a sua mão.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	" ""nome"" is"	" ""nome"" is"	 (b) is more	0	0	0	0
4055	bible	mão	asas	E acenando-lhes ele com a mão para que se calassem, contou-lhes como o Senhor o tirara da prisão, e disse: Anunciai isto a Tiago e aos irmãos. E, saindo, partiu para outro lugar.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	0	" ""mão"" is"	" ""mão"" is"	 (b) is more	1	1	0	1
3499	bible	Macedônia	rodas	E dali para Filipos, que é a primeira cidade desta parte da Macedônia, e é uma colônia; e estivemos alguns dias nesta cidade.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	" ""Macedônia"	" ""Macedônia"	 (b) is more	1	1	0	1
3559	bible	peitoral	rodas	Também fizeram para o peitoral cadeiazinhas de igual medida, obra de ouro puro trançado.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	" ""peitoral"""	" ""peitoral"""	 (b) is more	1	1	0	1
4630	bible	pertences	dissipa	A mesa com todos os seus pertences, e os pães da proposição;	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""dissipa"""	" ""dissipa"""	 (b) is more	0	0	0	0
1498	bible	boca	asas	Antes vos fortaleceria com a minha boca, e a consolação dos meus lábios abrandaria a vossa dor.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	0	" ""asas"" is"	" ""asas"" is"	 (b) is more	0	0	0	0
1465	bible	sábados	noites	Eis que estou para edificar uma casa ao nome do SENHOR meu Deus, para lhe consagrar, para queimar perante ele incenso aromático, e para a apresentação contínua do pão da proposição, para os holocaustos da manhã e da tarde, nos sábados e nas luas novas, e nas festividades do SENHOR nosso Deus; o que é obrigação perpétua de Israel.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	" ""sábados"	" ""sábados"	 (b) is more	1	1	0	1
209	bible	cativeiro	asas	E que todo aquele que em três dias não viesse, segundo o conselho dos príncipes e dos anciãos, toda a sua fazenda se poria em interdito, e ele seria separado da congregação dos do cativeiro.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	1	" ""cativeiro"""	" ""cativeiro"""	 (b) is more	1	1	0	1
1084	bible	crias	siclos	Maldito o fruto do teu ventre, e o fruto da tua terra, e as crias das tuas vacas, e das tuas ovelhas.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	" ""Crias"" is"	" ""crias"" is"	 (b) is more	1	1	0	1
4784	bible	correntes	necessidade	E em todo o monte alto, e em todo o outeiro levantado, haverá ribeiros e correntes de águas, no dia da grande matança, quando caírem as torres.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""correntes"""	" ""necessidade"" is"	 (b) is more	1	0	0	0
3425	bible	adorassem	asas	Falou Nabucodonosor, dizendo: Bendito seja o Deus de Sadraque, Mesaque e Abednego, que enviou o seu anjo, e livrou os seus servos, que confiaram nele, pois violaram a palavra do rei, preferindo entregar os seus corpos, para que não servissem nem adorassem algum outro deus, senão o seu Deus.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	1	" ""adorassem"""	" ""adorassem"""	 (b) is more	1	1	0	1
2166	bible	fariseus	inimigos	Os fariseus ouviram que a multidão murmurava dele estas coisas; e os fariseus e os principais dos sacerdotes mandaram servidores para o prenderem.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	" ""fariseus"""	" ""fariseus"""	 (b) is more	1	1	0	1
2965	bible	senhor	asas	Mas Gideão lhe respondeu: Ai, Senhor meu, se o SENHOR é conosco, por que tudo isto nos sobreveio? E que é feito de todas as suas maravilhas que nossos pais nos contaram, dizendo: Não nos fez o SENHOR subir do Egito? Porém agora o SENHOR nos desamparou, e nos deu nas mãos dos midianitas.	Nem ainda no teu pensamento amaldiçoes ao rei, nem tampouco no mais interior da tua recâmara amaldiçoes ao rico; porque as aves dos céus levariam a voz, e os que têm asas dariam notícia do assunto.	0	" ""senhor"" is"	" ""asas"" is"	 (b) is more	1	0	0	0
2565	bible	pano	necessidade	Ninguém deita remendo de pano novo em roupa velha, porque semelhante remendo rompe a roupa, e faz-se maior a rotura.	Outras igrejas despojei eu para vos servir, recebendo delas salário; e quando estava presente convosco, e tinha necessidade, a ninguém fui pesado.	0	" ""necessidade"" is"	" ""necessidade"" is"	 (b) is more	0	0	0	0
540	bible	virgens	indignação	E depois chegaram também as outras virgens, dizendo: Senhor, Senhor, abre-nos.	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""virgens"" is"	" ""virgens"" is"	 (b) is more	1	1	0	1
230	bible	Uriel	indignação	Crónicas capítulo 13	E disse Moisés a Arão: Toma o teu incensário, e põe nele fogo do altar, e deita incenso sobre ele, e vai depressa à congregação, e faze expiação por eles; porque grande indignação saiu de diante do SENHOR; já começou a praga.	0	" ""indignação"""	" ""indignação"""	 (b) is more	0	0	0	0
2462	bible	Mesopotámia	dissipa	Partos e medos, elamitas e os que habitam na Mesopotámia, Judéia, Capadócia, Ponto e Ásia,	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	" ""Mesopotá"	" ""Mesopotá"	 (b) is more	1	1	0	1
