id	genre	word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt2_answer	prompt3_answer	binary_answer1	binary_answer2	binary_answer3	mode_complexity
1599	bible	distraction	wrath	This I say for your own profit; not that I may ensnare you, but for that which is appropriate, and that you may attend to the Lord without distraction.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""wrath"" is"	 (b) is more	0	0	0	0
791	bible	wood	suburbs	On whatever any of them falls when they are dead, it shall be unclean; whether it is any vessel of wood, or clothing, or skin, or sack, whatever vessel it is, with which any work is done, it must be put into water, and it shall be unclean until the evening; then it will be clean.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""suburbs"" is"	" ""Wood"" is less"	 (b) is more	0	1	0	0
3242	bible	desert	shekels	Yet they still went on to sin against him, to rebel against the Most High in the desert.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""desert"" is"	" ""desert"" is"	 (b) is more	1	1	0	1
2871	bible	dominion	scatters	The upright shall have dominion over them in the morning.	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""dominion"" is"	" ""scatters"""	 (b). The sentence	1	0	0	0
3850	bible	captivity	wheels	The wind shall feed all your shepherds, and your lovers shall go into captivity: surely then you will be ashamed and confounded for all your wickedness.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""Captivity"" is"	" ""Captivity"" is"	 (b) is more	1	1	0	1
629	bible	goodness	wings	Oh how great is your goodness, which you have laid up for those who fear you, which you have worked for those who take refuge in you, before the sons of men!	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""Wings"" is"	" ""Wings"" is"	 (b) is more	0	0	0	0
1695	bible	accusers	nights	To whom I answered that it is not the custom of the Romans to give up any man to destruction, before the accused has met the accusers face to face, and has had opportunity to make his defense concerning the matter laid against him.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""accusers"" is"	" ""accusers"" is"	 (b) is more	1	1	0	1
3123	bible	iniquity	nights	"That man didn't perish alone in his iniquity.'"""	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""iniquity"" is"	" ""iniquity"" is"	 (b) is more	1	1	0	1
1683	bible	idols	scatters	because they rejected my ordinances, and didn't walk in my statutes, and profaned my Sabbaths: for their heart went after their idols.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""scatters"""	" ""scatters"""	 (b) is more	0	0	0	0
1717	bible	Abel	assemblies	You shall anoint Jehu the son of Nimshi to be king over Israel; and you shall anoint Elisha the son of Shaphat of Abel Meholah to be prophet in your place.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""Abel"" is"	" ""Abel"" is"	 (b) is more	1	1	0	1
1278	bible	mouth	wings	but I would strengthen you with my mouth.	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""Wings"" is"	" ""Wings"" is"	 (b) is more	0	0	0	0
1347	bible	order	assemblies	Outside of the veil of the Testimony, in the Tent of Meeting, shall Aaron keep it in order from evening to morning before Yahweh continually: it shall be a statute forever throughout your generations.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""Assemblies"""	" ""assemblies"""	 (b) is more	0	0	0	0
2644	bible	brass	nights	I will break the doors of brass in pieces, and cut apart the bars of iron.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Nights"" is"	" ""Nights"" is"	 (b) is more	0	0	0	0
1971	bible	courage	suburbs	He shall stir up his power and his courage against the king of the south with a great army; and the king of the south shall war in battle with an exceeding great and mighty army; but he shall not stand; for they shall devise devices against him.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""courage"" is"	" ""courage"" is"	 (b) is more	1	1	0	1
550	bible	means	wrath	requesting, if by any means now at last I may be prospered by the will of God to come to you.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 (b) is more	0	0	0	0
1816	bible	Sailing	adversaries	Sailing from there, we came the following day opposite Chios.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""Sailing"" is"	" ""Adversaries"""	 (b) is more	1	0	0	0
1576	bible	Yahweh	adversaries	Yahweh said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction.	I will beat down his adversaries before him, and strike those who hate him.	1	" ""Yahweh"	" ""Yahweh"	 (b) is more	1	1	0	1
1855	bible	Gad	nights	"David said to Gad, ""I am in distress."	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Gad"" is"	" ""Gad"" is"	 (b) is more	1	1	0	1
1984	bible	murmurings	shekels	"Your murmurings are not against us, but against Yahweh."""	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""murmurings"""	" ""murmurings"""	 (b) is more	1	1	0	1
2960	bible	sockets	wheels	For the other side shall be hangings of fifteen cubits; their pillars three, and their sockets three.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""Wheels"" is"	" ""Sockets"" is"	 (b) is more	0	1	0	0
883	bible	wares	scatters	Gather up your wares out of the land, you who live under siege.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""wares"" is"	" ""wares"" is"	 (b) is more	1	1	0	1
2910	bible	eagle	wheels	For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Eagle"" is"	" ""Eagle"" is"	 (b) is more	1	1	0	1
3129	bible	breaches	suburbs	"let the priests take it to them, every man from his acquaintance; and they shall repair the breaches of the house, wherever any breach shall be found."""	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""Breaches"" is"	" ""Breaches"" is"	 (b) is more	1	1	0	1
777	bible	footstool	assemblies	from that time waiting until his enemies are made the footstool of his feet.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""assemblies"""	" ""assemblies"""	 (b) is more	0	0	0	0
2537	bible	dragon	wings	The earth helped the woman, and the earth opened its mouth and swallowed up the river which the dragon spewed out of his mouth.	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""wings"" is"	" ""wings"" is"	 (b) is more	0	0	0	0
3808	bible	vineyard	name	At the proper season, he sent a servant to the farmers to collect his share of the fruit of the vineyard.	If another comes in his own name, you will receive him.	1	" ""name"" is more"	" ""name"" is less"	 (b) is more	0	0	0	0
1775	bible	inhabitant	nights	Why have you prophesied in the name of Yahweh, saying, This house shall be like Shiloh, and this city shall be desolate, without inhabitant?	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""inhabitant"	" ""inhabitant"	 (b) is more	1	1	0	1
3271	bible	sin	scatters	if my people, who are called by my name, shall humble themselves, and pray, and seek my face, and turn from their wicked ways; then will I hear from heaven, and will forgive their sin, and will heal their land.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Sin"" is more"	" ""scatters"""	 (b) is more	1	0	0	0
2281	bible	cloud	wheels	Yes, he loads the thick cloud with moisture.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
4300	bible	waters	wheels	The waters surrounded me, even to the soul.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
1557	bible	comforters	assemblies	"Where will I seek comforters for you?"""	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""assemblies"""	" ""assemblies"""	 (b) is more	0	0	0	0
1091	bible	Shadrach	suburbs	Then was Nebuchadnezzar full of fury, and the form of his appearance was changed against Shadrach, Meshach, and Abednego: [therefore] he spoke, and commanded that they should heat the furnace seven times more than it was usually heated.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""Shadrach"""	" ""Shadrach"""	 (b) is more	1	1	0	1
3448	bible	lion	name	"David said to Saul, ""Your servant was keeping his father's sheep; and when a lion or a bear came, and took a lamb out of the flock,"	If another comes in his own name, you will receive him.	1	" ""name"" is more"	" ""name"" is less"	 (b) is more	0	0	0	0
2689	bible	tongue	suburbs	But they flattered him with their mouth, and lied to him with their tongue.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""Tongue"""	" ""Suburbs"" is"	 (b) is more	1	0	0	0
232	bible	Christ	suburbs	"For the Son of God, Jesus Christ, who was preached among you by us, by me, Silvanus, and Timothy, was not ""Yes and no,"" but in him is ""Yes."""	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""Christ"" is more"	" ""Christ"" is less"	 (b) is more	1	1	0	1
1048	bible	conceit	wings	doing nothing through rivalry or through conceit, but in humility, each counting others better than himself;	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""Wings"" is"	" ""Wings"" is"	 (a) is more	0	0	1	0
3817	bible	vineyard	wrath	At the proper season, he sent a servant to the farmers to collect his share of the fruit of the vineyard.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Wrath"""	" ""vineyard"" is"	 (b) is more	0	1	0	0
3108	bible	dream	name	"I have heard it said of you, that when you hear a dream you can interpret it."""	If another comes in his own name, you will receive him.	1	" ""name"" is more"	" ""name"" is less"	 (b) is more	0	0	0	0
1842	bible	garment	wheels	At the evening offering I arose up from my humiliation, even with my garment and my robe torn; and I fell on my knees, and spread out my hands to Yahweh my God;	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""garment"" is"	" ""garment"" is"	 (a) is more	1	1	1	1
3121	bible	iniquity	scatters	"That man didn't perish alone in his iniquity.'"""	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""iniquity"" is"	" ""iniquity"" is"	 (b) is more	1	1	0	1
4260	bible	wife	wheels	Othniel the son of Kenaz, Caleb's younger brother, took it: and he gave him Achsah his daughter as wife.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wife"" is"	" ""Wife"" is"	 (b) is more	1	1	0	1
3860	bible	men	wheels	"the baptism of John, was it from heaven, or from men?"""	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
2082	bible	forts	wheels	It happened in the ninth year of his reign, in the tenth month, in the tenth day of the month, that Nebuchadnezzar king of Babylon came, he and all his army, against Jerusalem, and encamped against it; and they built forts against it around it.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Forts"" is"	" ""wheels"" is"	 (b) is more	1	0	0	0
983	bible	controversies	scatters	Moreover in Jerusalem Jehoshaphat appointed Levites and priests, and of the heads of the fathers' households of Israel, for the judgment of Yahweh, and for controversies.	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""scatters"""	" ""scatters"""	 (b) is more	0	0	0	0
348	bible	thickness	assemblies	Behold, a wall on the outside of the house all around, and in the man's hand a measuring reed six cubits long, of a cubit and a handbreadth each: so he measured the thickness of the building, one reed; and the height, one reed.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""Assemblies"""	" ""thickness"" is"	 (b) is more	0	1	0	0
3998	bible	chariots	name	The Egyptians pursued after your fathers with chariots and with horsemen to the Red Sea .	If another comes in his own name, you will receive him.	1	" ""name"" is more"	" ""name"" is less"	 (b) is more	0	0	0	0
2828	bible	chains	name	He was kept under guard, and bound with chains and fetters.	If another comes in his own name, you will receive him.	1	" ""name"" is more"	" ""name"" is less"	 (b) is more	0	0	0	0
458	bible	Abel	assemblies	He went through all the tribes of Israel to Abel, and to Beth Maacah, and all the Berites: and they were gathered together, and went also after him.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""Abel"" is"	" ""Abel"" is"	 (b) is more	1	1	0	1
2737	bible	council	wrath	"The chief priests therefore and the Pharisees gathered a council, and said, ""What are we doing?"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""wrath"" is"	" ""wrath"" is"	 (b) is more	0	0	0	0
860	bible	lewdness	name	Therefore thus says the Lord Yahweh: Because you have forgotten me, and cast me behind your back, therefore you also bear your lewdness and your prostitution.	If another comes in his own name, you will receive him.	1	" ""lewdness"""	" ""name"" is less"	 (b) is more	1	0	0	0
383	bible	Nob	wheels	Then the king sent to call Ahimelech the priest, the son of Ahitub, and all his father's house, the priests who were in Nob: and they came all of them to the king.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
2022	bible	News	wheels	This is the word of Good News which was preached to you.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""News"" is more"	" ""Wheels"" is"	 (b) is more	1	0	0	0
4316	bible	youth	wings	Therefore remove sorrow from your heart, and put away evil from your flesh; for youth and the dawn of life are vanity.	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""wings"" is"	" ""wings"" is"	 (b) is more	0	0	0	0
2649	bible	vengeance	name	"I will execute vengeance in anger, and wrath on the nations that didn't listen."""	If another comes in his own name, you will receive him.	1	" ""vengeance"""	" ""vengeance"""	" (b). ""If"	1	1	0	1
1452	bible	praise	wheels	Sing to Yahweh a new song, and his praise from the end of the earth, you who go down to the sea, and all that is therein, the islands and their inhabitants.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""Praise"" is"	" ""Praise"" is"	 (a) is more	1	1	1	1
1096	bible	Shadrach	adversaries	Then was Nebuchadnezzar full of fury, and the form of his appearance was changed against Shadrach, Meshach, and Abednego: [therefore] he spoke, and commanded that they should heat the furnace seven times more than it was usually heated.	I will beat down his adversaries before him, and strike those who hate him.	1	" ""Adversaries"""	" ""Adversaries"""	 (b) is more	0	0	0	0
2704	bible	scribes	adversaries	"Their scribes and the Pharisees murmured against his disciples, saying, ""Why do you eat and drink with the tax collectors and sinners?"""	I will beat down his adversaries before him, and strike those who hate him.	1	" ""scribes"" is"	" ""Adversaries"""	 (b) is more	1	0	0	0
2018	bible	ranks	wings	They sat down in ranks, by hundreds and by fifties.	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""Wings"" is"	" ""Wings"" is"	 (b) is more	0	0	0	0
3374	bible	gods	adversaries	Indeed all the nations may walk in the name of their gods; but we will walk in the name of Yahweh our God forever and ever.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""gods"" is"	" ""gods"" is"	 (a) is more	1	1	1	1
4237	bible	nation	wrath	Nation will not lift up sword against nation, neither will they learn war any more.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Nation"" is"	" ""Nation"" is"	 (b) is more	1	1	0	1
3381	bible	priest	scatters	Did I choose him out of all the tribes of Israel to be my priest, to go up to my altar, to burn incense, to wear an ephod before me?	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""priest"" is"	" ""scatters"""	 (b) is more	1	0	0	0
845	bible	command	nights	"He answered, ""What did Moses command you?"""	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Nights"" is"	" ""Nights"" is"	 (b) is more	0	0	0	0
3169	bible	Macedonia	suburbs	and from there to Philippi, which is a city of Macedonia, the foremost of the district, a Roman colony.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""Macedonia"""	" ""Macedonia"""	 (b) is more	1	1	0	1
1578	bible	Yahweh	wings	Yahweh said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction.	Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter.	1	" ""Yahweh"	" ""Yahweh"	 (b) is more	1	1	0	1
2334	bible	sight	nights	and whatever we ask, we receive from him, because we keep his commandments and do the things that are pleasing in his sight.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""sight"" is more"	" ""sight"" is less"	 (b) is more	1	1	0	1
1432	bible	land	wheels	There will be a highway for the remnant that is left of his people from Assyria, like there was for Israel in the day that he came up out of the land of Egypt.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
864	bible	lewdness	shekels	Therefore thus says the Lord Yahweh: Because you have forgotten me, and cast me behind your back, therefore you also bear your lewdness and your prostitution.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""lewdness"""	" ""Shekels"""	 (b) is more	1	0	0	0
3803	bible	abominations	nights	You therefore shall keep my statutes and my ordinances, and shall not do any of these abominations; neither the native-born, nor the stranger who lives as a foreigner among you;	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Nights"" is"	" ""Nights"" is"	 (a) is more	0	0	1	0
1777	bible	inhabitant	assemblies	Why have you prophesied in the name of Yahweh, saying, This house shall be like Shiloh, and this city shall be desolate, without inhabitant?	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""inhabitant"	" ""inhabitant"	 (b) is more	1	1	0	1
3823	bible	son	nights	"and asked them, ""Is this your son, whom you say was born blind?"	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Nights"" is"	" ""Nights"" is"	 (b) is more	0	0	0	0
3042	bible	ship	shekels	The length of the ship will be three hundred cubits, its breadth fifty cubits, and its height thirty cubits.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""shekels"""	" ""shekels"""	 (b) is more	0	0	0	0
3392	bible	Latin	shekels	Therefore many of the Jews read this title, for the place where Jesus was crucified was near the city; and it was written in Hebrew, in Latin, and in Greek.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""Latin"" is more"	 Latin is less common.	 (b) is more	1	1	0	1
636	bible	Jerusalem	nights	"But Peter, standing up with the eleven, lifted up his voice, and spoke out to them, ""You men of Judea, and all you who dwell at Jerusalem, let this be known to you, and listen to my words."	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""Jerusalem"" is"	" ""Jerusalem"" is"	 (b) is more	1	1	0	1
2974	bible	brothers	adversaries	I am a fellow bondservant with you and with your brothers, the prophets, and with those who keep the words of this book.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""Brothers"" is"	" ""Adversaries"""	 (b) is more	1	0	0	0
480	bible	virgins	wrath	Afterward the other virgins also came, saying, 'Lord, Lord, open to us.'	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""virgins"" is"	" ""virgins"" is"	 (b) is more	1	1	0	1
48	bible	nights	wheels	In seven days, I will cause it to rain on the earth for forty days and forty nights.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Nights"" is"	" ""Nights"" is"	 (b) is more	1	1	0	1
3499	bible	messengers	suburbs	So Joshua sent messengers, and they ran to the tent.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""suburbs"" is"	" ""Messengers"" is"	 (b) is more	0	1	0	0
2880	bible	son	wheels	Listen, my son, and be wise, and keep your heart on the right path!	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
2265	bible	James	adversaries	But of the other apostles I saw no one, except James, the Lord's brother.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""adversaries"""	" ""adversaries"""	 (b) is more	0	0	0	0
1276	bible	mouth	adversaries	but I would strengthen you with my mouth.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""mouth"" is more"	" ""Adversaries"""	 (b) is more	1	0	0	0
2672	bible	wrath	scatters	Therefore have I poured out my indignation on them; I have consumed them with the fire of my wrath: their own way have I brought on their heads, says the Lord Yahweh.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""wrath"" is"	" ""wrath"" is"	 (b) is more	1	1	0	1
1469	bible	seas	wrath	"God called the dry land ""earth,"" and the gathering together of the waters he called ""seas."""	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""wrath"" is"	" ""wrath"" is"	 (b) is more	0	0	0	0
3387	bible	priest	wrath	Did I choose him out of all the tribes of Israel to be my priest, to go up to my altar, to burn incense, to wear an ephod before me?	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""wrath"" is"	" ""wrath"" is"	 (b) is more	0	0	0	0
3405	bible	dreams	assemblies	If there arise in the midst of you a prophet, or a dreamer of dreams, and he give you a sign or a wonder,	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""assemblies"""	" ""assemblies"""	 (b) is more	0	0	0	0
2791	bible	Release	scatters	"Release to us Barabbas!"""	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Release"" is more"	" ""Release"" is less"	 (b) is more	1	1	0	1
1649	bible	sanctuaries	wrath	I will lay your cities waste, and will bring your sanctuaries to desolation, and I will not take delight in the sweet fragrance of your offerings.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Sanctuaries"	" ""Sanctuaries"	 (b) is more	1	1	0	1
1226	bible	triumphing	adversaries	that the triumphing of the wicked is short, the joy of the godless but for a moment?	I will beat down his adversaries before him, and strike those who hate him.	1	" ""Triumphing"	" ""triumphing"	 (b) is more	1	1	0	1
525	bible	sons	shekels	Moreover Yahweh will deliver Israel also with you into the hand of the Philistines; and tomorrow you and your sons will be with me.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""sons"" is"	" ""Shekels"""	 (b) is more	1	0	0	0
2350	bible	gifts	suburbs	and I polluted them in their own gifts, in that they caused to pass through [the fire] all that opens the womb, that I might make them desolate, to the end that they might know that I am Yahweh.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""Gifts"" is"	" ""Gifts"" is"	 (b) is more	1	1	0	1
912	bible	virginity	wheels	But if this thing be true, that the tokens of virginity were not found in the young lady;	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""Wheels"" is"	" ""Wheels"" is"	 (b) is more	0	0	0	0
1270	bible	mouth	name	but I would strengthen you with my mouth.	If another comes in his own name, you will receive him.	1	" ""mouth"" is more"	" ""mouth"" is less"	 (b) is more	1	1	0	1
4304	bible	waters	adversaries	The waters surrounded me, even to the soul.	I will beat down his adversaries before him, and strike those who hate him.	0	" ""Adversaries"""	" ""Adversaries"""	 (b) is more	0	0	0	0
3665	bible	Daniel	assemblies	Then Daniel, whose name was Belteshazzar, was stricken mute for a while, and his thoughts troubled him.	I robbed other assemblies, taking wages from them that I might serve you.	0	" ""Daniel"" is more"	" ""assemblies"""	 (b) is more	1	0	0	0
