id	genre	word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt2_answer	prompt3_answer	binary_answer1	binary_answer2	binary_answer3	mode_complexity
5655	all_genres	drivers	nights	There are also Danish drivers who have been 'imprisoned' and who are receiving unbelievably bad treatment.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""drivers"""	" ""drivers"""	 (b) 	1	1	0	1
1292	all_genres	boycott	suburbs	Many political activists are in prison, and the opposition party has decided to boycott the elections completely.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""suburbs"	" ""suburbs"	 (a) 	0	0	1	0
4638	all_genres	implants	gallery	The long term retention of afferents in the cochlear apex in the absence of any apparent differentiation of hair cells raises hopes for cochlear implants in deaf-born children.	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	1	" ""implants"""	" ""implants"""	 (a)	1	1	1	1
5204	all_genres	companies	shekels	A simplified business environment for companies (	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""companies"""	" ""companies"""	 (b) 	1	1	0	1
2358	all_genres	firms	fate	Supervision of credit institutions, insurance undertakings and investment firms (implementing powers conferred on the Commission) (vote)	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	1	" ""fate"""	" ""firms"""	 (a) 	0	1	1	1
9152	all_genres	details	wheels	Both of these alleles would be expected to result in null alleles following recombination (see Materials and Methods for details).	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
1381	all_genres	sheaves	name	In those days saw I in Judah some men treading winepresses on the Sabbath, and bringing in sheaves, and loading donkeys; as also wine, grapes, and figs, and all kinds of burdens, which they brought into Jerusalem on the Sabbath day: and I testified against them in the day in which they sold food.	If another comes in his own name, you will receive him.	1	" ""sheaves"""	" ""sheaves"""	 (b) 	1	1	0	1
9060	all_genres	Babylon	suburbs	For Zedekiah king of Judah had shut him up, saying, Why do you prophesy, and say, Thus says Yahweh, Behold, I will give this city into the hand of the king of Babylon, and he shall take it;	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""Babylon"""	" ""Babylon"""	 (b) is	1	1	0	1
7529	all_genres	Baal	name	The border extended, and turned around on the west quarter southward, from the mountain that lies before Beth Horon southward; and ended at Kiriath Baal (the same is Kiriath Jearim), a city of the children of Judah.	If another comes in his own name, you will receive him.	1	" ""Baal"""	" ""Baal"""	 (b).	1	1	0	1
6905	all_genres	infant	nights	"Now go and strike Amalek, and utterly destroy all that they have, and don't spare them; but kill both man and woman, infant and nursing baby, ox and sheep, camel and donkey.'"""	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""infant"""	" ""infant"""	 (a) 	1	1	1	1
8871	all_genres	Jonathan	observers	"Jonathan answered Saul, ""David earnestly asked leave of me to go to Bethlehem."	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b)	0	0	0	0
6610	all_genres	briefly	suburbs	Furthermore, at 9 a.m. tomorrow morning when I speak briefly to introduce our work for this term of office, I wish to analyse the scourge of terrorism from a political standpoint, pointing out the insecurity it causes amongst our fellow citizens and how we should respond to it.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""briefly"""	" ""suburbs"	 (a) is	1	0	1	1
66	all_genres	adversaries	observers	I will beat down his adversaries before him, and strike those who hate him.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""adversaries"	" ""observers"	 (b) 	1	0	0	0
6331	all_genres	safety	observers	This programme is a key element in our food safety strategy.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b) 	0	0	0	0
8532	all_genres	waiver	wheels	Request for the waiver of parliamentary immunity: see Minutes	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
8714	all_genres	snares	shekels	I find more bitter than death the woman whose heart is snares and traps, whose hands are chains.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""Shekels"	" ""Shekels"	 (b)	0	0	0	0
1297	all_genres	boycott	nights	Many political activists are in prison, and the opposition party has decided to boycott the elections completely.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""boycott"""	" ""boycott"""	 (b) 	1	1	0	1
864	all_genres	start	wheels	In a simple model, such a binding could interfere with the accessibility of the transcriptional start site for RNA polymerase II and/or general transcription factors, thus preventing transcription initiation of the gene.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""wheels"""	" ""wheels"""	 (a)	0	0	1	0
1256	all_genres	Jerusalem	shekels	"But Peter, standing up with the eleven, lifted up his voice, and spoke out to them, ""You men of Judea, and all you who dwell at Jerusalem, let this be known to you, and listen to my words."	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""Jerusalem"""	" ""Jerusalem"""	 (b) 	1	1	0	1
3115	all_genres	precepts	shekels	I will meditate on your precepts.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	1	" ""precepts"	" ""precepts"	 (b) 	1	1	0	1
7051	all_genres	Mb	observers	Transcription of apparent 'singleton' olfactory receptor genes (0.5 Mb or more from the nearest other olfactory receptor gene) suggests that there is no absolute requirement for genomic clustering for an olfactory receptor to be transcribed, consistent with observations that small olfactory receptor transgenes can be expressed correctly when integrated outside native olfactory receptor clusters [35].	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""Mb"""	 (b)	0	1	0	0
3292	all_genres	accession	observers	Mr President, the accession of the EU to the Transport Protocol of the Alpine Convention is a small but perfectly formed piece in the jigsaw of a new transport policy in Europe.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b)	0	0	0	0
1496	all_genres	HG	nights	As an initial step, growth and carcass composition QTL were identified in a cross between CAST/EiJ (CAST) and HG [24].	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""nights"""	" ""nights"""	 (b) 	0	0	0	0
1206	all_genres	vesicle	shekels	Annexin A7 is thought to have a role in vesicle fusion and in regulating and stabilizing membrane domains [1].	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	1	" ""vesicle"""	" ""vesicle"""	 (a)	1	1	1	1
6252	all_genres	defence	wheels	The new directive is a major step forward towards the establishment of a common European defence market.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
2160	all_genres	cloud	name	the pillar of cloud by day, and the pillar of fire by night, didn't depart from before the people.	If another comes in his own name, you will receive him.	1	" ""cloud"" is"	" ""cloud"" is"	 (b). 	1	1	0	1
8832	all_genres	disaster	wheels	While we remember the Chernobyl disaster today, our thoughts are also with the Japanese nation, which is struggling with the aftermath of the tsunami and the accident at the Fukushima nuclear power plant.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""wheels"""	" ""wheels"""	 (a)	0	0	1	0
4549	all_genres	cancer	name	Apart from the obvious gender-specific diseases such as cervical or prostate cancer, sex influences susceptibility to nearly all highly prevalent diseases that affect both women and men, including atherosclerosis and diabetes and their precursor conditions of hyperlipidemia, obesity, and insulin resistance.	If another comes in his own name, you will receive him.	1	" ""cancer"" is"	" ""cancer"" is"	 (a)	1	1	1	1
7247	all_genres	precepts	fate	to those who keep his covenant, to those who remember to obey his precepts.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	1	" ""fate"""	" ""fate"""	 (b) 	0	0	0	0
2353	all_genres	firms	wheels	Supervision of credit institutions, insurance undertakings and investment firms (implementing powers conferred on the Commission) (vote)	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
4165	all_genres	deforestation	shekels	At the moment, it reads 'reducing emissions for deforestation and degradation'.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""deforestation"	" ""Shekels"	 (b)	1	0	0	0
1589	all_genres	seashore	gallery	The Midianites and the Amalekites and all the children of the east lay along in the valley like locusts for multitude; and their camels were without number, as the sand which is on the seashore for multitude.	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	0	" ""seashore"	" ""seashore"	 (b) 	1	1	0	1
2750	all_genres	standards	name	The managers of these funds have to keep to legislation and standards which enable the provision of services in the territory of Member States, and supervision of financial markets has to be accurate and effective.	If another comes in his own name, you will receive him.	1	" ""standards"""	" ""standards"""	 (a)	1	1	1	1
5705	all_genres	tongue	nights	But they flattered him with their mouth, and lied to him with their tongue.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""tongue"	" ""nights"""	 (b) 	1	0	0	0
4657	all_genres	destruction	fate	In those, there are some things that are hard to understand, which the ignorant and unsettled twist, as they also do to the other Scriptures, to their own destruction.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	1	" ""fate"""	" ""destruction"""	 (a) is	0	1	1	1
3833	all_genres	tissue	wheels	Both Annexin A7 isoforms described in brain tissue seemingly are expressed by neurons and astrocytes, which was shown using total cell extracts of cultured neuo-2a, PC-12, and C6 cells.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""wheels"""	" ""wheels"""	 (a) Both	0	0	1	0
6489	all_genres	spoil	name	So the armed men left the captives and the spoil before the princes and all the assembly.	If another comes in his own name, you will receive him.	1	" ""spoil"""	" ""spoil"""	 (b). 	1	1	0	1
3127	all_genres	table	adversaries	The king was grieved, but for the sake of his oaths, and of those who sat at the table with him, he commanded it to be given,	I will beat down his adversaries before him, and strike those who hate him.	0	" ""adversaries"	" ""adversaries"	 (b) 	0	0	0	0
1403	all_genres	acts	wheels	"Adaptation of a number of instruments to the regulatory procedure with scrutiny, ""omnibus"" Regulation, Part Two - Alignment of legal acts to the new Comitology Decision (Legislative initiative) (short presentation)"	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
3758	all_genres	negotiations	fate	He is a man who has been trying to achieve peace through negotiations since the seventies and his presence here amongst us today would therefore have been a golden opportunity to support his approach; another opportunity missed as a result of an unnecessary and illegal military operation and the violence that it has caused.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	0	" ""negotiations"	" ""negotiations"	 (b)	1	1	0	1
5360	all_genres	astonishment	suburbs	behold, I will send and take all the families of the north, says Yahweh, and I will send to Nebuchadnezzar the king of Babylon, my servant, and will bring them against this land, and against its inhabitants, and against all these nations around; and I will utterly destroy them, and make them an astonishment, and a hissing, and perpetual desolations.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	1	" ""astonishment"""	" ""astonishment"""	 (b).	1	1	0	1
3719	all_genres	veto	gallery	During his recent visit to Skopje on 27 February, the EU's High Representative for the Common Foreign and Security Policy, Javier Solana, referred to Greece's declared intent to place a veto on that country's NATO accession prospects if the issue of the name is not settled first.	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	1	" ""veto"""	" ""veto"""	 (b)	1	1	0	1
5034	all_genres	usefulness	shekels	Admittedly, even when under examination by the Council a number of Member States expressed reservations about the usefulness of European groupings of territorial cooperation.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""usefulness"""	" ""Shekels"	 (a)	1	0	1	1
8401	all_genres	infringement	observers	To date, around 2 518 infringement procedures have been initiated in the most diverse sectors, particularly the environment and the internal market.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b)	0	0	0	0
3780	all_genres	gold	name	Then Asa took all the silver and the gold that were left in the treasures of the house of Yahweh, and the treasures of the king's house, and delivered them into the hand of his servants; and king Asa sent them to Ben Hadad, the son of Tabrimmon, the son of Hezion, king of Syria, who lived at Damascus, saying,	If another comes in his own name, you will receive him.	1	" ""gold"" is"	" ""gold"" is"	 (b) 	1	1	0	1
1574	all_genres	counsel	scatters	Yet, Yahweh, you know all their counsel against me to kill me; don't forgive their iniquity, neither blot out their sin from your sight; but let them be overthrown before you; deal you with them in the time of your anger.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""counsel"	" ""counsel"	 (a)	1	1	1	1
2373	all_genres	Egypt	wheels	But they rebelled against me, and would not listen to me; they each didn't throw away the abominations of their eyes, neither did they forsake the idols of Egypt.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
526	all_genres	undertaking	shekels	In line with the undertaking which the Commission accepted before the European Parliament in 2007, a report on the implementation of the Barcelona objectives was presented in October 2008.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""undertaking"	" ""undertaking"	 (b)	1	1	0	1
4639	all_genres	imminence	name	Faced with this situation and the imminence of negotiations which might begin next Monday in Brussels, I do not think the Commission will give us much information today, due to the fact that it will do this - we hope - on Monday 30 October.	If another comes in his own name, you will receive him.	1	" ""imminence"	" ""imminence"	 (a)	1	1	1	1
7819	all_genres	incident	name	(DE) Mr President, I have no comments on the minutes of yesterday's session, but instead I would like to comment on an incident in this morning's session.	If another comes in his own name, you will receive him.	1	" ""incident"""	" ""incident"""	 (b) 	1	1	0	1
2892	all_genres	merchandise	observers	But they made light of it, and went their ways, one to his own farm, another to his merchandise,	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""merchandise"	" ""merchandise"	 (b) 	1	1	0	1
6830	all_genres	democracy	suburbs	They also need to lay the groundwork for free and democratic elections, so that the people's demands for democracy do not go unanswered.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""democracy"""	" ""democracy"""	 (a) is	1	1	1	1
1393	all_genres	shekels	observers	The silver of those who were numbered of the congregation was one hundred talents, and one thousand seven hundred seventy-five shekels, after the shekel of the sanctuary:	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b) 	0	0	0	0
5157	all_genres	law	fate	concerning zeal, persecuting the assembly; concerning the righteousness which is in the law, found blameless.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	1	" ""fate"""	" ""fate"""	 (b) 	0	0	0	0
39	all_genres	scatters	observers	A king who sits on the throne of judgment scatters away all evil with his eyes.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""scatters"""	" ""scatters"""	 (b) 	1	1	0	1
96	all_genres	view	shekels	Incidentally, the Council should, in the view of this House, aspire to achieve more transparency in such an important and comprehensive area of policy as relations with Russia.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""Shekels"	" ""Shekels"	 (a)	0	0	1	0
8914	all_genres	boundaries	shekels	Traditionally, congenic strains are developed by introgressing QTL alleles from a donor strain, whose boundaries are defined by genetic markers, on the genetic background of a recipient strain via 10 backcrosses [4].	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""boundaries"""	" ""boundaries"""	 (b)	1	1	0	1
3124	all_genres	table	scatters	The king was grieved, but for the sake of his oaths, and of those who sat at the table with him, he commanded it to be given,	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""table"" is"	" ""scatters"""	 (b) 	1	0	0	0
320	all_genres	angels	gallery	But we see him who has been made a little lower than the angels, Jesus, because of the suffering of death crowned with glory and honor, that by the grace of God he should taste of death for everyone.	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	0	" ""angels"""	" ""angels"""	 (a)	1	1	1	1
4053	all_genres	hailstones	wheels	The Most High uttered his voice: hailstones and coals of fire.	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	1	" ""wheels"""	" ""wheels"""	 (b) 	0	0	0	0
7293	all_genres	road	scatters	It is a country that has known chronic instability for many years and that tried to take the road towards democracy at the beginning of the 1990s.	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""scatters"""	" ""scatters"""	 (b)	0	0	0	0
1965	all_genres	economies	shekels	In the areas most seriously affected, such as the Peloponnese and central and eastern Greece, regional economies were badly hit.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""economies"""	" ""economies"""	 (b) 	1	1	0	1
1247	all_genres	goodness	nights	Oh how great is your goodness, which you have laid up for those who fear you, which you have worked for those who take refuge in you, before the sons of men!	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""nights"""	" ""nights"""	 (b) 	0	0	0	0
1786	all_genres	wares	nights	Gather up your wares out of the land, you who live under siege.	In seven days, I will cause it to rain on the earth for forty days and forty nights.	1	" ""wares"" is"	" ""wares"" is"	 (b) 	1	1	0	1
3191	all_genres	excellence	suburbs	They will see Yahweh's glory, the excellence of our God.	For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;	0	" ""excellence"	" ""excellence"	 (b). 	1	1	0	1
3205	all_genres	realisation	shekels	Today's amendment to the directive as regards vaccination against bluetongue is a practical realisation of this very principle.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""realisation"""	" ""Shekels"	 (a) 	1	0	1	1
1982	all_genres	application	observers	For example, ectopic application of BMP antagonists demonstrates that BMP signaling is necessary for this process, and in its absence, webbing occurs [17–19]).	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""observers"	" ""observers"	 (b)	0	0	0	0
2145	all_genres	Hosea	shekels	The word of Yahweh that came to Hosea the son of Beeri, in the days of Uzziah, Jotham, Ahaz, and Hezekiah, kings of Judah, and in the days of Jeroboam the son of Joash, king of Israel.	Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them.	0	" ""Hosea"	" ""Shekels"	 (b) 	1	0	0	0
8812	all_genres	ropes	wheels	"So they put sackcloth on their bodies and ropes on their heads, and came to the king of Israel, and said, ""Your servant Ben Hadad says, 'Please let me live.'"""	Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above.	0	" ""ropes"""	" ""ropes"""	 (a)	1	1	1	1
44	all_genres	scatters	fate	A king who sits on the throne of judgment scatters away all evil with his eyes.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	1	" ""fate"""	" ""scatters"""	 (a) 	0	1	1	1
5778	all_genres	council	gallery	"The chief priests therefore and the Pharisees gathered a council, and said, ""What are we doing?"	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	1	" ""council"	" ""council"	 (b) 	1	1	0	1
6853	all_genres	Macedonia	scatters	and from there to Philippi, which is a city of Macedonia, the foremost of the district, a Roman colony.	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""Macedonia"	" ""Macedonia"	 (b) 	1	1	0	1
6387	all_genres	set	fate	To ensure that the transgene could be suppressed as rapidly in 6-mo-old mice with fulminant pathology as it can in young, predeposit animals, we treated an additional set of 6-mo-old animals with dox for 1 wk prior to harvest.	Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?	0	" ""fate"""	" ""fate"""	 (b)	0	0	0	0
3019	all_genres	land	gallery	There will be a highway for the remnant that is left of his people from Assyria, like there was for Israel in the day that he came up out of the land of Egypt.	Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery.	0	" ""gallery"" is"	" ""gallery"" is"	 (a)	0	0	1	0
6799	all_genres	today	name	I am therefore pleased that Parliament has today adopted a policy for dealing with migration flows arising from instability.	If another comes in his own name, you will receive him.	1	" ""today"" is"	" ""today"" is"	 (a) 	1	1	1	1
7021	all_genres	murmurings	observers	I have heard the murmurings of the children of Israel, which they murmur against me.	We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support.	1	" ""murmur"	" ""murmur"	 (b) 	1	1	0	1
