id	word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt2_answer	prompt3_answer	prompt4_answer	prompt5_answer	prompt6_answer	prompt7_answer	binary_answer1	binary_answer2	binary_answer3	binary_answer4	binary_answer5	binary_answer6	binary_answer7	mode_complexity
12	suburbs	scatters	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
13	suburbs	shekels	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	she	she	she	suburb	she	suburb	(b).	1	1	1	1	1	1	1	1
14	suburbs	nights	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
15	suburbs	adversaries	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"I will beat down his adversaries before him, and strike those who hate him."	0				suburb		suburb	(b).	1	1	1	1	1	1	1	1
16	suburbs	assemblies	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"I robbed other assemblies, taking wages from them that I might serve you."	0	subdivision	subdivision	subdivision	suburb	subdivision	suburb	(b).	1	1	1	1	1	1	1	1
17	suburbs	wings	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	wings	wings	wings	suburb	wings	wings	(b).	0	0	0	1	1	1	1	1
18	suburbs	wrath	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1							(b).	1	1	1	1	1	1	1	1
19	wheels	name	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
20	wheels	suburbs	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	suburb	wheels	suburb	wheel	suburb	suburb	(b).	1	1	1	1	1	1	1	1
21	wheels	scatters	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	wheels	wheels	wheels	wheels	wheels	wheels	(b).	1	1	1	0	0	0	1	1
22	wheels	shekels	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	wheels	wheels	wheels	wheel	wheels	wheels	(b).	1	1	1	1	0	0	1	1
23	wheels	nights	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	night	night	night	wheel	night	night	(b).	1	1	1	1	1	1	1	1
24	wheels	adversaries	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"I will beat down his adversaries before him, and strike those who hate him."	0		wheels	wheels				(b).	1	1	1	1	1	1	1	1
25	wheels	assemblies	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"I robbed other assemblies, taking wages from them that I might serve you."	0	wheels	wheels	assembly	assembly	assembly	wheels	(b).	1	1	1	1	1	0	1	1
26	wheels	wings	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	wheels	wheels	wheels	wheel	wheels	wheels	(b).	1	1	1	1	0	0	1	1
27	wheels	wrath	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0							(b).	1	1	1	1	1	1	1	1
28	scatters	name	A king who sits on the throne of judgment scatters away all evil with his eyes.	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
29	scatters	suburbs	A king who sits on the throne of judgment scatters away all evil with his eyes.	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
30	scatters	wheels	A king who sits on the throne of judgment scatters away all evil with his eyes.	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	wheels	wheels	wheels		wheels	wheels	(b).	0	0	0	1	1	1	1	1
31	scatters	shekels	A king who sits on the throne of judgment scatters away all evil with his eyes.	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	she	she	she	she	she	she	(b).	1	1	1	1	1	1	1	1
32	scatters	nights	A king who sits on the throne of judgment scatters away all evil with his eyes.	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1							(b).	1	1	1	1	1	1	1	1
33	scatters	adversaries	A king who sits on the throne of judgment scatters away all evil with his eyes.	"I will beat down his adversaries before him, and strike those who hate him."	1							(b).	1	1	1	1	1	1	1	1
34	scatters	assemblies	A king who sits on the throne of judgment scatters away all evil with his eyes.	"I robbed other assemblies, taking wages from them that I might serve you."	1	as				as	as	(b).	1	1	1	1	1	1	1	1
35	scatters	wings	A king who sits on the throne of judgment scatters away all evil with his eyes.	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	wings	wings	wings	wings	wings	wings	(b).	0	0	0	1	1	1	1	1
36	scatters	wrath	A king who sits on the throne of judgment scatters away all evil with his eyes.	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1							(b).	1	1	1	1	1	1	1	1
37	shekels	name	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(a).	0	0	0	1	1	1	1	1
38	shekels	suburbs	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
39	shekels	wheels	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	she	she	she	she	she	wheel	(b).	1	1	1	1	1	1	1	1
40	shekels	scatters	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	she	she	she	she	she	she	(b).	1	1	1	1	1	1	1	1
41	shekels	nights	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	night	night	night	night	night	night	(b).	1	1	1	1	1	1	1	1
42	shekels	adversaries	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"I will beat down his adversaries before him, and strike those who hate him."	1							(b).	1	1	1	1	1	1	1	1
43	shekels	assemblies	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"I robbed other assemblies, taking wages from them that I might serve you."	1	she	she	she	she	she	she	(b).	1	1	1	1	1	1	1	1
44	shekels	wings	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	wings	wings	wings	wings	wings	wings	(b).	0	0	0	1	1	1	1	1
45	shekels	wrath	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1		she					(b).	1	1	1	1	1	1	1	1
46	nights	name	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"If another comes in his own name, you will receive him."	0	night	night	night	name	name	name	(b).	1	1	1	1	1	1	1	1
47	nights	suburbs	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
48	nights	wheels	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	night	night	night	night	night	night	(b).	1	1	1	1	1	1	1	1
49	nights	scatters	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	night	night	night	night			(b).	1	1	1	1	1	1	1	1
50	nights	shekels	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	night	night	night	night	night	night	(b).	1	1	1	1	1	1	1	1
51	nights	adversaries	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"I will beat down his adversaries before him, and strike those who hate him."	0	night	night	night	night			(b).	1	1	1	1	1	1	1	1
52	nights	assemblies	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"I robbed other assemblies, taking wages from them that I might serve you."	0	assemblies	assemblies	night	night	assemblies	night	(b).	0	0	1	1	1	1	1	1
53	nights	wings	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	0	wings	wings	wings	wings	wings	wings	(b).	0	0	0	1	1	1	1	1
54	nights	wrath	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0				night			(b).	1	1	1	1	1	1	1	1
55	adversaries	name	"I will beat down his adversaries before him, and strike those who hate him."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
56	adversaries	suburbs	"I will beat down his adversaries before him, and strike those who hate him."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1						suburb	(b).	1	1	1	1	1	1	1	1
57	adversaries	wheels	"I will beat down his adversaries before him, and strike those who hate him."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1		wheels					(b).	1	0	1	1	1	1	1	1
58	adversaries	scatters	"I will beat down his adversaries before him, and strike those who hate him."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0							(b).	1	1	1	1	1	1	1	1
59	adversaries	shekels	"I will beat down his adversaries before him, and strike those who hate him."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0		she			she	she	(b).	1	1	1	1	1	1	1	1
60	adversaries	nights	"I will beat down his adversaries before him, and strike those who hate him."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1				night			(b).	1	1	1	1	1	1	1	1
61	adversaries	assemblies	"I will beat down his adversaries before him, and strike those who hate him."	"I robbed other assemblies, taking wages from them that I might serve you."	0	as	as	as	as	as	as	(b).	1	1	1	1	1	1	1	1
62	adversaries	wings	"I will beat down his adversaries before him, and strike those who hate him."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	wings	wings	wings	wings	wings	wings	(b).	0	0	0	1	1	1	1	1
63	adversaries	wrath	"I will beat down his adversaries before him, and strike those who hate him."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1							(b).	1	1	1	1	1	1	1	1
64	assemblies	name	"I robbed other assemblies, taking wages from them that I might serve you."	"If another comes in his own name, you will receive him."	1	assembly	assembly	assembly	names	assembly	assembly	(a).	1	1	1	1	1	1	1	1
65	assemblies	suburbs	"I robbed other assemblies, taking wages from them that I might serve you."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	subdivision	subdivision	subdivision	assembly	as	suburb	(b).	1	1	1	1	1	1	1	1
66	assemblies	wheels	"I robbed other assemblies, taking wages from them that I might serve you."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	assembly	assemblies	assembly	assembly	assembly	assembly	(b).	1	1	1	1	1	1	1	1
67	assemblies	scatters	"I robbed other assemblies, taking wages from them that I might serve you."	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	as	as	as	as	as	as	(b).	1	1	1	1	1	1	1	1
68	assemblies	shekels	"I robbed other assemblies, taking wages from them that I might serve you."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	assemblies	assemblies	as	assembly	as	as	(a).	1	1	1	1	1	1	1	1
69	assemblies	nights	"I robbed other assemblies, taking wages from them that I might serve you."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	assemblies	assemblies	assemblies	assembly	assemblies	assemblies	(a).	1	1	1	1	0	0	1	1
70	assemblies	adversaries	"I robbed other assemblies, taking wages from them that I might serve you."	"I will beat down his adversaries before him, and strike those who hate him."	1	as	as	as	as	as	as	(a).	1	1	1	1	1	1	1	1
71	assemblies	wings	"I robbed other assemblies, taking wages from them that I might serve you."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	assemblies	assemblies	assembly	assembly	assemblies	wings	(a).	1	1	1	1	0	1	1	1
72	assemblies	wrath	"I robbed other assemblies, taking wages from them that I might serve you."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1				as			(a).	1	1	1	1	1	1	1	1
73	wings	name	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
74	wings	suburbs	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
75	wings	wheels	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	wings	wings	wings	wings	wings	wheels	(b).	1	1	1	0	0	1	1	1
76	wings	scatters	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
77	wings	shekels	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
78	wings	nights	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
79	wings	adversaries	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"I will beat down his adversaries before him, and strike those who hate him."	0	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
80	wings	assemblies	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"I robbed other assemblies, taking wages from them that I might serve you."	0	wings	wings	wings	wings	wings	wings	(b).	1	1	1	0	0	0	1	1
81	wings	wrath	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0		wings					(b).	1	1	1	1	1	1	1	1
82	wrath	name	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
83	wrath	suburbs	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0							(b).	1	1	1	1	1	1	1	1
84	wrath	wheels	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1							(b).	1	1	1	1	1	1	1	1
85	wrath	scatters	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	A king who sits on the throne of judgment scatters away all evil with his eyes.	0							(b).	1	1	1	1	1	1	1	1
86	wrath	shekels	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	she	she	she		she	she	(b).	1	1	1	1	1	1	1	1
87	wrath	nights	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1							(b).	1	1	1	1	1	1	1	1
88	wrath	adversaries	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"I will beat down his adversaries before him, and strike those who hate him."	0							(b).	1	1	1	1	1	1	1	1
89	wrath	assemblies	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"I robbed other assemblies, taking wages from them that I might serve you."	0							(b).	1	1	1	1	1	1	1	1
90	wrath	wings	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1							(b).	1	1	1	1	1	1	1	1
91	famine	name	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(a).	0	0	0	1	1	1	1	1
92	famine	suburbs	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0						suburb	(b).	1	1	1	1	1	1	1	1
93	famine	wheels	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1							(a).	1	1	1	1	1	1	1	1
94	famine	scatters	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0							(b).	1	1	1	1	1	1	1	1
95	famine	shekels	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	she	she	she	she	she	she	(b).	1	1	1	1	1	1	1	1
96	famine	nights	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	night	night	night	night	night	night	(b).	1	1	1	1	1	1	1	1
97	famine	adversaries	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"I will beat down his adversaries before him, and strike those who hate him."	0							(a).	1	1	1	1	1	1	1	1
98	famine	assemblies	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"I robbed other assemblies, taking wages from them that I might serve you."	0	as	assembly	assembly	as	as	as	(b).	1	1	1	1	1	1	1	1
99	famine	wings	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1		wings				F	(a).	1	0	1	1	1	1	1	1
100	famine	wrath	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1							(b).	1	1	1	1	1	1	1	1
101	Daniel	name	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"If another comes in his own name, you will receive him."	1	name	name	name	name	name	name	(b).	0	0	0	1	1	1	1	1
102	Daniel	suburbs	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	suburb	suburb	suburb	suburb	suburb	suburb	(b).	1	1	1	1	1	1	1	1
103	Daniel	wheels	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	wheel	wheels	wheel	wheel	wheel	wheel	(b).	1	0	1	1	1	1	1	1
104	Daniel	scatters	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0		""""			""""	""""	(b).	1	1	1	1	1	1	1	1
105	Daniel	shekels	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	she	she	she	she	she	she	(b).	1	1	1	1	1	1	1	1
106	Daniel	nights	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	night	night	night	night	night	night	(b).	1	1	1	1	1	1	1	1
107	Daniel	adversaries	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"I will beat down his adversaries before him, and strike those who hate him."	0		Daniel	Daniel			Daniel	(b).	1	1	1	1	1	0	1	1
