id	word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt2_answer	prompt3_answer	prompt4_answer	prompt5_answer	prompt6_answer	prompt7_answer	binary_answer1	binary_answer2	binary_answer3	binary_answer4	binary_answer5	binary_answer6	binary_answer7	mode_complexity
8832	disaster	wheels	"While we remember the Chernobyl disaster today, our thoughts are also with the Japanese nation, which is struggling with the aftermath of the tsunami and the accident at the Fukushima nuclear power plant."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	disaster.	"""disaster"" is more difficult to read."	"""disaster"""	wheels	wheels	"""disaster""."	"(b). ""then the cherubim lifted up their wings, and the wheels were beside them"	1	1	1	1	1	0	0	1
4549	cancer	name	"Apart from the obvious gender-specific diseases such as cervical or prostate cancer, sex influences susceptibility to nearly all highly prevalent diseases that affect both women and men, including atherosclerosis and diabetes and their precursor conditions of hyperlipidemia, obesity, and insulin resistance."	"If another comes in his own name, you will receive him."	1	"""cancer"""	cancer	cancer	"""name"" is typically learned first by a child."	name	cancer	"(a). ""apart from the obvious gender-specific diseases such as cervical or prostate cancer, sex"	1	1	1	1	1	0	1	1
7247	precepts	fate	"to those who keep his covenant, to those who remember to obey his precepts."	"Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?"	1	"""precepts"" is more difficult."	"""precepts"" is more difficult to read."	"""precepts"" is more difficult to understand."	fate	fate	fate	"(b). ""mr president, could we not demonstrate again the great interest that we take in the"	1	1	1	1	1	1	0	1
2353	firms	wheels	"Supervision of credit institutions, insurance undertakings and investment firms (implementing powers conferred on the Commission) (vote)"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	"""firms"" is more difficult."	"""wheels"" is more difficult to read."	"""firms"" is more difficult to understand."	"""wheels"" is typically learned first as it is easier to pronounce. ""firms"" may"	firms	wheels	"(b). ""then the cherubim lifted up their wings, and the wheels were beside them"	1	0	1	1	0	1	0	1
4165	deforestation	shekels	"At the moment, it reads 'reducing emissions for deforestation and degradation'."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	deforestation.	"""deforestation"" is more difficult to read."	"""deforestation"" is more difficult to understand."	"shekels. deforestation is a relatively advanced concept that is not easily understood by most children,"	deforestation.	deforestation	"(b). ""of the one thousand seven hundred seventy-five shekels he made hooks for"	1	1	1	1	0	0	0	1
1589	seashore	gallery	"The Midianites and the Amalekites and all the children of the east lay along in the valley like locusts for multitude; and their camels were without number, as the sand which is on the seashore for multitude."	"Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery."	0	gallery	"""gallery"""	"""gallery"" is more difficult to understand."	"it depends on the child and their learning environment. generally, a more common word like ""gallery"""	seashore.	seashore	"(a). ""the midianites and the amalekites and all the children of the"	0	0	0	1	0	0	1	0
2750	standards	name	"The managers of these funds have to keep to legislation and standards which enable the provision of services in the territory of Member States, and supervision of financial markets has to be accurate and effective."	"If another comes in his own name, you will receive him."	1	standards	"""name"" is more difficult to read because it has fewer straight lines and sharp angles than the word"	"""standards"" is more difficult to understand."	name	name	name	"(a). ""the managers of these funds have to keep to legislation and standards which enable the provision"	1	0	1	1	1	1	1	1
5705	tongue	nights	"But they flattered him with their mouth, and lied to him with their tongue."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	"""nights"" is more difficult."	nights.	nights	"""tongue"" is usually learned first by a child."	tongue	tongue	"(b). ""in seven days, i will cause it to rain on the earth for forty days"	0	0	0	0	0	0	0	0
4657	destruction	fate	"In those, there are some things that are hard to understand, which the ignorant and unsettled twist, as they also do to the other Scriptures, to their own destruction."	"Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?"	1	it is difficult to judge which word is more difficult; both terms have nuanced meanings and can be open	"""fate"" is more difficult to read."	fate.	fate	fate	fate	"(a). ""in those, there are some things that are hard to understand, which the ignorant"	1	0	0	1	1	1	1	1
3833	tissue	wheels	"Both Annexin A7 isoforms described in brain tissue seemingly are expressed by neurons and astrocytes, which was shown using total cell extracts of cultured neuo-2a, PC-12, and C6 cells."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	wheels	"""wheels"""	wheels.	"""wheels"" is typically the first word that a child learns."	tissue	tissue.	"(b). ""then the cherubim lifted up their wings, and the wheels were beside them"	0	0	0	1	0	0	0	0
6489	spoil	name	So the armed men left the captives and the spoil before the princes and all the assembly.	"If another comes in his own name, you will receive him."	1	"""name"" is more difficult."	"""name"" is more difficult to read."	"""name"" is more difficult to understand."	"""name"" is usually the first word learned by a child."	name	spoil	"(b). ""if another comes in his own name, you will receive him."""	0	0	0	1	1	0	0	0
3127	table	adversaries	"The king was grieved, but for the sake of his oaths, and of those who sat at the table with him, he commanded it to be given,"	"I will beat down his adversaries before him, and strike those who hate him."	0	adversaries	"""adversaries"""	adversaries.	"""table"" is typically learned first by a child."	table	table	"(b). ""i will beat down his adversaries before him, and strike those who hate him."""	0	0	0	0	0	0	0	0
1403	acts	wheels	"Adaptation of a number of instruments to the regulatory procedure with scrutiny, ""omnibus"" Regulation, Part Two - Alignment of legal acts to the new Comitology Decision (Legislative initiative) (short presentation)"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	"""wheels"" is more difficult."	"""wheels"" is more difficult to read."	"it depends on the context. in general, however, ""wheels"" is probably more difficult to"	"""wheels"" is typically learned first by a child."	acts	acts	"(b). ""then the cherubim lifted up their wings, and the wheels were beside them"	0	0	0	1	0	0	0	0
3758	negotiations	fate	He is a man who has been trying to achieve peace through negotiations since the seventies and his presence here amongst us today would therefore have been a golden opportunity to support his approach; another opportunity missed as a result of an unnecessary and illegal military operation and the violence that it has caused.	"Mr President, could we not demonstrate again the great interest that we take in the fate of these prisoners who have been tortured and have been absent from their homes for eight years for having treated young Libyans?"	0	"""negotiations"" is more difficult."	fate	fate	"""fate"""	fate.	fate	"(a). ""he is a man who has been trying to achieve peace through negotiations since the sevent"	1	0	0	1	1	1	1	1
5360	astonishment	suburbs	"behold, I will send and take all the families of the north, says Yahweh, and I will send to Nebuchadnezzar the king of Babylon, my servant, and will bring them against this land, and against its inhabitants, and against all these nations around; and I will utterly destroy them, and make them an astonishment, and a hissing, and perpetual desolations."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	astonishment.	"""astonishment"""	astonishment	suburbs	suburbs	suburbs	"(a). ""behold, i will send and take all the families of the north, says"	1	1	1	1	1	1	1	1
3719	veto	gallery	"During his recent visit to Skopje on 27 February, the EU's High Representative for the Common Foreign and Security Policy, Javier Solana, referred to Greece's declared intent to place a veto on that country's NATO accession prospects if the issue of the name is not settled first."	"Before moving on to deal with the order of business for today, I should like to welcome the delegation from the Duma and the Federal Council to the official gallery."	1	"""veto"" is more difficult."	gallery	"""veto"" is more difficult to understand."	"""gallery"" is learned first by a child."	gallery	gallery	"(a). ""during his recent visit to skopje on 27 february, the eu's high"	1	0	1	1	1	1	1	1
5034	usefulness	shekels	"Admittedly, even when under examination by the Council a number of Member States expressed reservations about the usefulness of European groupings of territorial cooperation."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	"""usefulness"""	usefulness	shekels.	"""shekels"" is likely the first word learned by a child."	usefulness	usefulness	"(a). ""admittedly, even when under examination by the council a number of member states expressed"	1	1	0	1	0	0	1	1
8401	infringement	observers	"To date, around 2 518 infringement procedures have been initiated in the most diverse sectors, particularly the environment and the internal market."	"We adopted the report in committee with a broad majority - 43 in favour, 1 against, 1 abstention - and some of the professional observers from other Member States were surprised that, following the controversial debate, a regulation was produced that received such a high level of support."	1	"""infringement"" is more difficult."	infringement.	infringement	"""observers"" is generally learned first by a child since it is a simpler more common word"	observers.	observers	"(b). ""we adopted the report in committee with a broad majority - 43 in favour, 1"	1	1	1	1	1	1	0	1
3780	gold	name	"Then Asa took all the silver and the gold that were left in the treasures of the house of Yahweh, and the treasures of the king's house, and delivered them into the hand of his servants; and king Asa sent them to Ben Hadad, the son of Tabrimmon, the son of Hezion, king of Syria, who lived at Damascus, saying,"	"If another comes in his own name, you will receive him."	1	"""name"" is more difficult."	"""name"" is more difficult to read because it contains more letters and requires more focus to correctly pronounce"	"""name"" is more difficult to understand."	"""name"""	name	gold	"(a). ""then asa took all the silver and the gold that were left in the treasures"	0	0	0	1	1	0	1	0
1574	counsel	scatters	"Yet, Yahweh, you know all their counsel against me to kill me; don't forgive their iniquity, neither blot out their sin from your sight; but let them be overthrown before you; deal you with them in the time of your anger."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	counsel is more difficult.	scatters.	counsel.	"scatters. counsel is generally seen as a more complex and abstract word, so most children would learn"	counsel.	counsel.	"(a). ""yet, yahweh, you know all their counsel against me to kill me"	1	0	1	1	0	0	1	1
2373	Egypt	wheels	"But they rebelled against me, and would not listen to me; they each didn't throw away the abominations of their eyes, neither did they forsake the idols of Egypt."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	egypt.	"""wheels"""	"""wheels"""	wheels	wheels	wheels	"(a). ""but they rebelled against me, and would not listen to me; they each"	1	0	0	1	1	1	1	1
