id	word1	word2	context	context2	binary_comparative_val	prompt1	prompt2	prompt3	binary_value1	binary_value2	binary_value3	binary_value4
269	todos	ofensa	capacitar e treinar todos os profissionais de saúde	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	0	" Both ""acessibil"	" ""Timo"" is"	 The second sentence is more	1	1	1	1
2448	pergunta	ofensa	"frente a frente com o juiz federal sérgio moro, o empreiteiro disse, na ocasião, que por orientação dos advogados não responderia a nenhuma pergunta"	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	0	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
885	aviação	mecanismo	"além da superlotação, a agência nacional de aviação civil informou que o monomotor não tinha permissão para voar"	"a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo"	0	" Both ""derivados"	" ""Derivados"""	 The first sentence is more	1	1	0	1
1451	finança	destino	"os líderes políticos existem e são muito capazes, mas em vez de trabalharem para quem os elege, não passam de capatazes do ert, da alta finança e dos mais variados interesses que patrocinam certos €uro-deputados ou euro-comissários com champanhe e caviar num edifício em bruxelas financiado pelos contribuintes…"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" ""Lente"" is"	" ""Lente"" is"	 B	1	1	1	1
2087	famílias	autoridades	"muitas famílias foram ao evento nesse final de semana e os 365 piquetes estavam constantemente lotados, com muito churrasco"	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	0	" Both ""positivos"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
1007	declarações	tributação	"já sobre wilson santos (psdb), emanuel ressaltou as diversas declarações contrárias ao vlt e disse que sua possível gestão será a vontade de pedro taques"	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	1	" Both ""intervalo"""	" ""Velocidade"	 The second sentence is more	1	1	1	1
870	tentar	responsabilidade	"a solução é fazer o que fizemos com rigor administrativo, avaliação de enxugamento da máquina e tentar adequar á nova realidade financeira"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	0	" ""On-line"""	" ""On-line"""	 The second sentence is more	1	1	1	1
355	mesa	mecanismo	"bolsonaro, então, dirigiu-se à mesa e protestou, gritando e com o dedo em riste, contra a decisão"	"a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo"	0	" Both ""papel"	" ""Papel"""	 B	1	1	1	1
1148	adesivos	autoridades	os advogados de emanuel argumentam que rogers participa ativamente de atos políticos com adesivos do adversário wilson santos (psdb) colados na roupa	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
3396	juramento	tributação	"de acordo com as investigações, alguns dos envolvidos chegaram a noticiar a realização do batismo ao estado islâmico, conhecido como bayat – juramento de fidelidade exigido pela organização terrorista para o acolhimento de novos membros"	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	0	" ""Paciente"" is"	" ""Paciente"" is"	 The second sentence is more	1	1	1	1
1759	marcação	responsabilidade	"ele também comentou a proposta do vereador elias vaz (psb), aprovada em primeira votação na câmara municipal, que estabelece prazo máximo para marcação de consultas e exames no sus"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	" ""ausência"" is"	" ""Figuras"" is"	 The second sentence is more	1	1	1	1
1638	seleção	ofensa	"o atacante hulk, da seleção brasileira, contestou o escritor e disse que ele não demonstra conhecimento da importância da região para o país"	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	1	" ""Imprensa"""	" ""Imprensa"""	 The second sentence is more	1	1	1	1
1824	grupo	mecanismo	"por isso, a empresa resolveu investir na máquina cata moeda prosegur, instala na unidade do alto da xv do grupo"	"a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo"	0	" ""Lente"" is"	" ""Lente"" is"	 Both sentences are equally difficult	1	1	1	1
3083	extremismo	visualizar	"demais temas que preocupam pouco os brasileiros são declínio moral (7%), alta do extremismo (3%), terrorismo (2%), imigração (1%), ameaças contra o meio ambiente (4%) e mudança climática (2%)"	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	1	" ""Definir"""	" ""Definir"""	 The second sentence is more	1	1	1	1
311	referendo	observadores	"o acordo será assinado na segunda-feira em cartagena, em um ato que contará com a presença do secretário-geral da onu, ban ki-moon, e depois será submetido a um referendo no dia 2 de outubro"	"de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa"	1	" Both ""densidades"""	" ""Densidades"""	 Both sentences are equally difficult	1	1	1	1
622	processos	destino	"por último, mas não menos importante, o controle dos processos de separação, expedição e entrega da mercadoria deve estar no escopo de ações para redução de fraudes e desvios de mercadoria no comércio eletrônico"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" ""Imprensa"""	" ""Imprensa"""	 The second sentence is more	1	1	1	1
974	padrões	visualizar	eu me recuso a aceitar os padrões	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	0	" Both ""aplicativo"	" ""Lente"" is"	 B	1	1	1	1
74	ofensa	destino	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" Both ""limites"""	" ""Limites"""	 The second sentence is more	1	1	1	1
3150	aprovação	observadores	o procurador-geral defendeu a atuação do ministério público nas investigações do esquema de corrupção que atuava na petrobras e defendeu a aprovação no congresso nacional do pacote de 10 medidas que têm como objetivo aumentar o rigor no combate à corrupção	"de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa"	0	" ""Intervalo"" is"	" ""Intervalo"" is"		1	1	1	1
1677	iminência	autoridades	"portanto, estamos na iminência de perder esse legado que é a participação popular, disse a professora à ebc"	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" ""ao controle"""	" ""On-line"""		1	1	1	1
2025	conhecimento	comitês	"o atacante hulk, da seleção brasileira, contestou o escritor e disse que ele não demonstra conhecimento da importância da região para o país"	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
7	observadores	autoridades	"de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa"	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" ""Trombose"""	" ""Trombose"""	 The second sentence is more	1	1	1	1
2074	intérpretes	mecanismo	"nos jogos surdolímpicos, os atletas são capazes de competir e interagir entre si livremente, sem a necessidade de intérpretes de língua de sinais"	"a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo"	1	" Both ""dependência"	" ""Lente"" is"	 The second sentence is more	1	1	1	1
2212	parceria	galeria	"essa e outras questões serão discutidas a partir de hoje, até a próxima quinta-feira, 15, na caldeirada - comunicação e cultura, evento promovido pela faculdade de comunicação da universidade federal do pará, em parceria com o núcleo de fotografia do centro cultural sesc boulevard"	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	0	" ""TN"" is"	" ""TN"" is"		1	1	1	1
2053	velas	visualizar	"ao menor sinal de alerta, parávamos os cânticos, o batuque, apagávamos todas as velas e lamparinas, contínhamos os incorporados"	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	0	" Both ""articula"	" ""Articulação"	 The second sentence is more	1	1	1	1
993	decisão	galeria	"a ministra se declarou impedida para julgar a ação que pede o pagamento da correção de planos econômicos da década de 1990, porque o pai dela entrou na justiça e seria beneficiado pela decisão do stf"	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	0	" ""Figuras"" is"	" ""Lente"" is"	 The second sentence is more	1	1	1	1
1166	fundos	comitês	"atenta à necessidade de melhorar a transparência dos fundos, a entidade lançará em seu congresso que começa nesta segunda-feira, 12, em florianópolis, o seu primeiro código de governança de investimentos, de adesão voluntária dos fundos"	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" Both ""definir"""	" ""Definir"""	 Both sentences are equally difficult	1	1	1	1
747	recursos	tributação	mesmo com esse crescimento há necessidade de se colocar mais recursos nos municípios	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	1	" Both ""resolução"	" ""Cerebelar"	 B. The second sentence	1	1	1	1
1292	item	destino	"desde 2009, a proficiência dos participantes do enem nas provas objetivas é calculada por meio da teoria de resposta ao item (tri)"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" Both ""saúde"	" ""Lente"" is"	 The second sentence is more	1	1	1	1
1546	declarações	tributação	"a magistrada determinou ainda a proibição de frequentar qualquer órgão público estadual, exceto para prestar declarações no interesse da autoridade policial, do mpe e do juízo e a monitoração eletrônica"	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	1	" ""Câncer"""	" ""Câncer"""	 The second sentence is more	1	1	1	1
482	missões	destino	"o oceano de europa é considerado um dos locais mais promissores para ter vida no nosso sistema solar, disse geoff yoder, da diretoria de missões científicas da nasa, em washington (eua)"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" Both ""resolução"	" ""Imprensa"""	 The second sentence is more	1	1	1	1
1050	procedimentos	responsabilidade	"capinam já respondeu a vários procedimentos na corregedoria da pm e chegou a sofrer prisões administrativas"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	" ""Cerebelar"	" ""Merino"" is"	" The sentence ""# AG Pere"	1	1	1	1
2485	brevemente	comitês	calos rodrigues termina a nota referindo esperar que muito brevemente se reiniciem os exames efetuados pelo aparelho de tac do hospital sousa martins	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" ""Gângli"	" ""Gângli"	 The second sentence is more	1	1	1	1
2785	acordos	comitês	"os ex-funcionários envolvidos firmaram acordos de delação premiada com o grupo especial de delitos econômicos (gedec), do mpe"	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" ""Programas"" is"	" ""Programas"" is"	 The second sentence is more	1	1	1	1
208	ocasião	autoridades	na ocasião os aliados da ditadura ou do regime discricionário como queiram sabendo do quanto às diretas desgastariam a imagem do poder iniciaram uma incrível e maciça infidelidade partidária migrando parte para o pmdb e criando a frente liberal apresentando a nação o pfl	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" ""Velocidade"	" ""Velocidade"	 B	1	1	1	1
2362	tecnologia	galeria	desenvolver políticas públicas para a valorização da leitura na escola e em casa preparar corpo técnico e docente para utilizar novas técnicas de ensino baseada na tecnologia atual	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	1	" ""Cerebelar"	" ""Cerebelar"	" B. ""O objet"	1	1	1	1
2919	número	responsabilidade	ampliar o número de creches	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	0	" ""Velocidade"	" ""Velocidade"	 Both sentences are difficult to	1	1	1	1
2219	parceria	responsabilidade	"essa e outras questões serão discutidas a partir de hoje, até a próxima quinta-feira, 15, na caldeirada - comunicação e cultura, evento promovido pela faculdade de comunicação da universidade federal do pará, em parceria com o núcleo de fotografia do centro cultural sesc boulevard"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	" ""Timo"" is"	" ""Timo"" is"	 B	1	1	1	1
1873	cotas	visualizar	"além de outros dispositivos legais que tratam da inserção da pessoa com deficiência no mercado de trabalho, como a lei 7853/1989, diversas universidades no país já adotam o sistema de cotas"	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	1	" ""Imprensa"""	" ""Imprensa"""	 The second sentence is more	1	1	1	1
1430	financiamento	responsabilidade	apenas financiamento de veículos se manteve inalterada	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	" ""Teoria"" is"	" ""Teoria"" is"	 The second sentence is more	1	1	1	1
218	ruínas	autoridades	"de marketing), pois esta reportagem deu uma boa enfatizada nas fotos dos destroços e detalhando as ruínas do que sobrou da fábrica, o que dependendo de quem ler, pode interpretar que foi descaso por parte da estrela e isso pode gerar uma má impressão, mas sabemos que não é estamos entendendo o objetivo desta matéria"	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" ""Velocidade"	" ""Velocidade"	 The second sentence is more	1	1	1	1
601	volatilidade	observadores	"em coletiva de imprensa sobre as ações prioritárias do bc no curto, médio e longo prazo, ele afirmou ainda que a autoridade monetária quer revisar o relacionamento com o tesouro para diminuir a volatilidade dos fluxos"	"de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa"	1	" Both ""º"" and"	" ""Intervalo"" is"	 The first sentence is more	1	1	0	1
2468	troca	ofensa	a demora para a realização da troca está relacionada à correção a um erro	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	0	" ""Programas"" is"	" ""Pares"" is"	 The second sentence is more	1	1	1	1
527	consumidores	tributação	"próximo à via dutra e à via light, o shopping que leva o nome da cidade contará com uma atmosfera moderna e de qualidade, que trará marcas exclusivas para a região, além de reunir opções de serviço, entretenimento e lazer pensados especialmente para atender as necessidades da clientela local e proporcionar uma experiência única aos consumidores"	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	0	" Both ""máximo"	" ""Timo"" is"		1	1	1	1
529	consumidores	ofensa	"próximo à via dutra e à via light, o shopping que leva o nome da cidade contará com uma atmosfera moderna e de qualidade, que trará marcas exclusivas para a região, além de reunir opções de serviço, entretenimento e lazer pensados especialmente para atender as necessidades da clientela local e proporcionar uma experiência única aos consumidores"	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	0	" ""Lente"" is"	" ""Lente"" is"	 The second sentence is more	1	1	1	1
262	todos	destino	capacitar e treinar todos os profissionais de saúde	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" Both ""elétron"	" ""Elétron"""		1	1	1	1
1839	explicação	responsabilidade	"então, podemos ter nisso a explicação para a crise da água em são paulo"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	" Both ""resolução"	" ""Resolução"""	" B. ""Os interval"	1	1	1	1
1189	adesão	ofensa	"@@@ já em colorado do oeste, o concorrente do pv, edmilson rodrigues, o edinho da rádio, aposta na adesão de dois grupos comunitários de peso para potencializar sua candidatura"	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	1	" ""Bactérias"	" ""Bactérias"	 The second sentence is more	1	1	1	1
2453	criação	visualizar	a pma foi ao local nesse domingo (11) e verificou a criação e manutenção de 15 animais domésticos da espécie galo-índio (gallus gallus domesticus) em espaço inadequado	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	1	" Both ""densidades"""	" ""Densidades"""	 The second sentence is more	1	1	1	1
696	problemas	comitês	na hora da reunião a gente senta e coloca todos os problemas e decide o que fazer junto com a comunidade	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" Both ""densidades"""	" ""Densidades"""	 The first sentence is more	1	1	0	1
1745	organizações	comitês	as organizações terroristas se valiam das facilidades de transferência de dinheiro para financiar grupos em vários lugares do mundo	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" Both ""canal"""	" ""Intervalo"" is"	 B	1	1	1	1
3393	juramento	visualizar	"de acordo com as investigações, alguns dos envolvidos chegaram a noticiar a realização do batismo ao estado islâmico, conhecido como bayat – juramento de fidelidade exigido pela organização terrorista para o acolhimento de novos membros"	"foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem"	1	" ""cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
3222	violação	galeria	"o cnj (conselho nacional de justiça) abriu investigação para aferir eventual violação de deveres funcionais pelo desembargador ivan sartori, do tribunal de justiça de são paulo"	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	1	" ""polarização"""	" ""Polarização"""	 The second sentence is more	1	1	1	1
1971	superfície	destino	a empresa fez uma extensa apresentação sobre o processo avançado de polimento que fez na superfície do dispositivo para garantir o acabamento elegante	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" Both ""componentes"""	" ""Cerebelar"	 The second sentence is more	1	1	1	1
3001	impunidade	destino	"ainda na tribuna da câmara, lamachia afirmou que a oab tem sido chamada como nunca a participar do debate nacional e afirmou o compromisso da instituição com o combate à corrupção e à impunidade"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	1	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
2931	mundo	destino	"antes do amanhecer deste domingo, cerca de 2 milhões de peregrinos muçulmanos de todo lugar do mundo começaram a subir o monte arafat nos arredores de meca, onde o profeta maomé fez seu último sermão, cerca de 1"	"passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez"	0	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
2512	segurança	galeria	"5º, liv), corresponde, portanto, à essência da soberania do plenário, ou seja, do poder do colegiado pleno de modificar a escolha lavrada pelos responsáveis por provocar a competência disciplinar da câmara, alegou wellington roberto ao ingressar com o mandado de segurança"	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	1	" ""Cerebelar"	" ""Cerebelar"	" Both sentences are difficult,"	1	1	1	1
2875	deficiências	comitês	"contratar profissionais especializados nas clinicas de maior demanda montagem de serviço de atendimento domiciliar para pessoas idosas, portadoras de deficiências e necessidades especiais criar samu"	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	0	" Both words are difficult,"	" ""On-line"""	 The second sentence is more	1	1	1	1
390	famílias	responsabilidade	"a adesão de tunicão fortalece o tom de maturidade e seriedade administrativa defendidos por cesar e marcos, além de somar com as centenas de famílias e lideranças populares que estão, a cada dia, aderindo à campanha pela libertação de milagres"	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	0	" Both ""aplicativo"	" ""Lente"" is"	 The second sentence is more	1	1	1	1
1464	terrorismo	mecanismo	também pediu aos americanos que abracem a diversidade dos estados unidos e não permitam que o terrorismo divida o país	"a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo"	0	" ""Cerebelar"	" ""Cerebelar"	 The second sentence is more	1	1	1	1
2045	implementação	comitês	"o ministério da educação (mec) publicou na edição desta terça-feira, 11 de outubro, do diário oficial da união (dou) a portaria que institui o programa de fomento e implementação do tempo integral no ensino médio das escolas públicas"	"para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias"	1	" ""Timo"" is"	" ""Lente"" is"	 B	1	1	1	1
833	mandato	galeria	"a expectativa é com relação à presença de parlamentares suficientes para ter quórum e os votos necessários para cassar o mandato de cunha, que não terá direito a voto"	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	1	" ""Velocidade"	" ""Velocidade"	 The second sentence is more	1	1	1	1
1219	emitir	ofensa	"o candidato ou partido ainda precisa emitir um recibo diretamente do sistema de prestação de contas eleitorais, do tse, para cada contribuição"	"o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária"	0	" ""Lente"" is"	" ""Lente"" is"	 The first sentence is more	1	1	0	1
967	instrumentos	tributação	"a lei, cujo projeto será discutido na audiência, pretende regulamentar instrumentos para que o proprietário do solo urbano não edificado, subutilizado ou não utilizado promova o seu adequado aproveitamento"	"a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual"	0	" ""Mb"" is"	" ""Mb"" is"	 The second sentence is more	1	1	1	1
2352	identificadores	galeria	a adulteração de sinais identificadores de veículos e a falsificação de documentos são dois ramos de alta rentabilidade às quadrilhas	"na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti"	1	" Both ""estudar"	" ""Intervalo"" is"	" B. ""Os interval"	1	1	1	1
818	reconsideração	autoridades	"indefiro o pedido de reconsideração formulado pelo advogado do autuado, que requereu a concessão da liberdade com a aplicação de medidas cautelares diversas da prisão"	"a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano"	1	" Both ""derivados"	" ""Derivados"""	 B	1	1	1	1
